"","genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count","species_count","RatioDisagree"
"374","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"375","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"376","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"377","Bombus","research",TRUE,"Gypsy Cuckoo-bee",0,3,56,0
"378","Bombus","research",TRUE,"Gypsy Cuckoo-bee",0,3,56,0
"379","Bombus","research",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"380","Bombus","research",TRUE,"Gypsy Cuckoo-bee",0,2,56,0
"381","Bombus","research",TRUE,"Gypsy Cuckoo-bee",0,3,56,0
"382","Bombus","needs_id",TRUE,"Cuckoo Bumble Bees",0,1,56,0
"383","Bombus","needs_id",TRUE,"Cuckoo Bumble Bees",0,2,56,0
"384","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"385","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"386","Bombus","needs_id",TRUE,"Cuckoo Bumble Bees",0,1,56,0
"387","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"388","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"389","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"390","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"391","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"392","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"393","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"394","Apis","casual",FALSE,NA,0,0,1,NA
"395","Bombus","needs_id",TRUE,"Forest Bumble Bee",0,1,56,0
"396","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"397","Bombus","needs_id",FALSE,"Nevada Bumble Bee",0,0,56,NA
"398","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"399","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"400","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"401","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2,56,0
"402","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"403","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"404","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"405","Bombus","needs_id",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"406","Bombus","research",TRUE,"Bombus occidentalis mckayi",0,1,56,0
"407","Bombus","research",TRUE,"Forest Bumble Bee",0,1,56,0
"408","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"409","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"410","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"411","Bombus","needs_id",TRUE,"Frigid Bumble Bee",0,1,56,0
"412","Bombus","research",TRUE,"Bombus occidentalis mckayi",0,1,56,0
"413","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,2,56,0
"414","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"415","Bombus","needs_id",FALSE,"Cryptic Bumble Bee",0,0,56,NA
"416","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"417","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"418","Bombus","research",TRUE,"Forest Bumble Bee",0,2,56,0
"419","Bombus","research",TRUE,"Nevada Bumble Bee",0,3,56,0
"420","Bombus","research",TRUE,"Cryptic Bumble Bee",0,3,56,0
"421","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"422","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"423","Bombus","research",TRUE,"Two-form Bumble Bee",0,2,56,0
"424","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"425","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"426","Bombus","research",TRUE,"Cryptic Bumble Bee",1,4,56,0.25
"427","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"428","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"429","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,2,56,0
"430","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"431","Bombus","needs_id",TRUE,"Pyrobombus",0,3,56,0
"432","Bombus","research",TRUE,"Gypsy Cuckoo-bee",0,1,56,0
"433","Bombus","needs_id",TRUE,"Alpinobombus",0,1,56,0
"434","Bombus","research",TRUE,"Gypsy Cuckoo-bee",0,2,56,0
"435","Bombus","research",TRUE,"Bombus occidentalis mckayi",0,1,56,0
"436","Bombus","research",TRUE,"Two-form Bumble Bee",0,1,56,0
"437","Bombus","research",TRUE,"Cryptic Bumble Bee",0,1,56,0
"438","Bombus","needs_id",TRUE,"Pyrobombus",0,4,56,0
"439","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"440","Bombus","needs_id",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"441","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"442","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"443","Bombus","research",TRUE,"Nevada Bumble Bee",0,1,56,0
"444","Bombus","research",TRUE,"Two-form Bumble Bee",0,1,56,0
"445","Bombus","research",TRUE,"Forest Bumble Bee",0,1,56,0
"446","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"447","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"448","Bombus","needs_id",TRUE,"Bombus",0,2,56,0
"449","Bombus","research",TRUE,"Sitka Bumble Bee",0,2,56,0
"450","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"451","Bombus","research",TRUE,"Nevada Bumble Bee",0,2,56,0
"452","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"453","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"454","Bombus","needs_id",TRUE,"Bumblebees",0,1,56,0
"455","Bombus","research",TRUE,"Forest Bumble Bee",1,3,56,0.333333333333333
"456","Bombus","needs_id",TRUE,"Bumblebees",0,1,56,0
"457","Bombus","research",TRUE,"Forest Bumble Bee",0,1,56,0
"458","Bombus","research",TRUE,"Forest Bumble Bee",0,1,56,0
"459","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"460","Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1,56,0
"461","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"462","Bombus","needs_id",TRUE,"Alpinobombus",0,2,56,0
"463","Bombus","research",TRUE,"Cryptic Bumble Bee",0,2,56,0
"464","Bombus","research",TRUE,"Sitka Bumblebee",0,1,56,0
"465","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,2,56,0
"466","Bombus","needs_id",TRUE,"Bumblebees",0,2,56,0
"467","Bombus","research",TRUE,"Forest Bumble Bee",0,2,56,0
"468","Bombus","needs_id",TRUE,"Bumble Bees",0,4,56,0
"469","Bombus","research",TRUE,"Black-notched Bumble Bee",1,4,56,0.25
"470","Bombus","needs_id",FALSE,NA,0,0,56,NA
"471","Bombus","needs_id",FALSE,NA,0,0,56,NA
"472","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"473","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"474","Apis","needs_id",FALSE,"Western Honey Bee",0,0,1,NA
"475","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"476","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"477","Bombus","needs_id",FALSE,"Golden Northern Bumble Bee",0,0,56,NA
"478","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"479","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"480","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"481","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"482","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"483","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"484","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"485","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"486","Bombus","research",TRUE,"Golden Northern Bumble Bee",0,1,56,0
"487","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"488","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"489","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"490","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"491","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"492","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"493","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"494","Bombus","needs_id",FALSE,NA,0,0,56,NA
"495","Apidae","needs_id",FALSE,NA,0,0,NA,NA
"496","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"497","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"498","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"499","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"500","Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"501","Bombus","needs_id",FALSE,NA,0,0,56,NA
"502","Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"503","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"504","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"505","Nomada","needs_id",FALSE,NA,0,0,33,NA
"506","Bombus","needs_id",FALSE,NA,0,0,56,NA
"507","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"508","Nomada","needs_id",FALSE,NA,0,0,33,NA
"509","Apis","needs_id",FALSE,NA,0,0,1,NA
"510","Apis","research",TRUE,"Honigbiene",0,1,1,0
"511","Apis","needs_id",FALSE,"Western Honey Bee",0,0,1,NA
"512","Apis","needs_id",FALSE,"Western Honey Bee",0,0,1,NA
"513","Apis","needs_id",FALSE,"Western Honey Bee",0,0,1,NA
"514","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"515","Bombus","needs_id",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"516","Bombus","needs_id",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"517","Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,2,56,0
"518","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"519","Bombus","research",TRUE,"California Bumble Bee",0,1,56,0
"520","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"521","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"522","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"523","Apis","needs_id",FALSE,"Western Honey Bee",0,0,1,NA
"524","Apis","needs_id",FALSE,NA,0,0,1,NA
"525","Bombus","needs_id",FALSE,NA,0,0,56,NA
"526","Apis","needs_id",FALSE,NA,0,0,1,NA
"527","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"528","Bombus","needs_id",FALSE,NA,0,0,56,NA
"529","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"530","Bombus","needs_id",FALSE,NA,0,0,56,NA
"531","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"532","Bombus","needs_id",FALSE,NA,0,0,56,NA
"533","Bombus","needs_id",FALSE,NA,0,0,56,NA
"534","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"535","Bombus","needs_id",FALSE,NA,0,0,56,NA
"536","Bombus","needs_id",FALSE,NA,0,0,56,NA
"537","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,2,56,0
"538","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"539","Bombus","needs_id",FALSE,"Bombus",0,0,56,NA
"540","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"541","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"542","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"543","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"544","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"545","Bombus","needs_id",FALSE,"Thoracobombus",0,0,56,NA
"546","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"547","Anthophora","needs_id",FALSE,"Ursine Digger Bee",0,0,11,NA
"548","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"549","Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0,56,NA
"550","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"551","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"552","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"553","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"554","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"555","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"556","Bombus","needs_id",FALSE,NA,0,0,56,NA
"557","Bombus","needs_id",FALSE,NA,0,0,56,NA
"558","Bombus","needs_id",FALSE,NA,0,0,56,NA
"559","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"560","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"561","Bombus","needs_id",FALSE,NA,0,0,56,NA
"562","Bombus","needs_id",FALSE,NA,0,0,56,NA
"563","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"564","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"565","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"566","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"567","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"568","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"569","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"570","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"571","Bombus","needs_id",FALSE,NA,0,0,56,NA
"572","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"573","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"574","Bombus","needs_id",FALSE,NA,0,0,56,NA
"575","Bombus","research",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1,56,0
"576","Bombus","research",TRUE,"California Bumble Bee",0,1,56,0
"577","Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1,56,0
"578","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"579","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"580","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"581","Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1,56,0
"582","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"583","Bombus","needs_id",FALSE,NA,0,0,56,NA
"584","Bombus","needs_id",FALSE,NA,0,0,56,NA
"585","Bombus","needs_id",FALSE,NA,0,0,56,NA
"586","Bombus","needs_id",FALSE,NA,0,0,56,NA
"587","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"588","Apinae","needs_id",FALSE,NA,0,0,NA,NA
"589","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"590","Bombus","needs_id",FALSE,NA,0,0,56,NA
"591","Bombus","needs_id",FALSE,"Bombus mixtus",0,0,56,NA
"592","Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0,56,NA
"593","Bombus","needs_id",FALSE,"Bombus melanopygus",0,0,56,NA
"594","Bombus","research",TRUE,"Sitka Bumble Bee",0,1,56,0
"595","Bombus","needs_id",FALSE,NA,0,0,56,NA
"596","Bombus","needs_id",FALSE,NA,0,0,56,NA
"597","Bombus","needs_id",FALSE,NA,0,0,56,NA
"598","Bombus","needs_id",FALSE,NA,0,0,56,NA
"599","Bombus","needs_id",FALSE,NA,0,0,56,NA
"600","Bombus","needs_id",FALSE,NA,0,0,56,NA
"601","Bombus","needs_id",FALSE,NA,0,0,56,NA
"602","Bombus","needs_id",FALSE,NA,0,0,56,NA
"603","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"604","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"605","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"606","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"607","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"608","Bombus","needs_id",FALSE,NA,0,0,56,NA
"609","Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1,56,0
"610","Bombus","needs_id",FALSE,NA,0,0,56,NA
"611","Bombus","needs_id",FALSE,NA,0,0,56,NA
"612","Apis","needs_id",FALSE,NA,0,0,1,NA
"613","Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0,56,NA
"614","Bombus","needs_id",FALSE,NA,0,0,56,NA
"615","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"616","Bombus","needs_id",FALSE,NA,0,0,56,NA
"617","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"618","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"619","Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0,56,NA
"620","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"621","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"622","Apinae","needs_id",FALSE,NA,0,0,NA,NA
"623","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"624","Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0,56,NA
"625","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"626","Bombus","needs_id",FALSE,NA,0,0,56,NA
"627","Bombus","needs_id",FALSE,NA,0,0,56,NA
"628","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"629","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"630","Bombus","needs_id",FALSE,NA,0,0,56,NA
"631","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"632","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"633","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"634","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"635","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"636","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"637","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"638","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"639","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"640","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"641","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"642","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"643","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"644","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"645","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"646","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"647","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"648","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"649","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"650","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"651","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"652","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"653","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"654","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"655","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"656","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"657","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"658","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"659","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"660","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"661","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"662","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"663","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"664","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"665","Apinae","needs_id",FALSE,"Apine Bees",0,0,NA,NA
"666","Eucera","needs_id",FALSE,"Synhalonia",0,0,4,NA
"667","Bombus","needs_id",FALSE,NA,0,0,56,NA
"668","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"669","Bombus","needs_id",FALSE,"California Bumble Bee",0,0,56,NA
"670","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"671","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"672","Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1,56,0
"673","Bombus","needs_id",FALSE,NA,0,0,56,NA
"674","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"675","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"676","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"677","Bombus","needs_id",FALSE,NA,0,0,56,NA
"678","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"679","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"680","Bombus","casual",FALSE,NA,0,0,56,NA
"681","Bombus","needs_id",FALSE,NA,0,0,56,NA
"682","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"683","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"684","Bombus","needs_id",FALSE,"Pyrobombus",0,0,56,NA
"685","Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1,56,0
"686","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"687","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"688","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"689","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"690","Bombus","needs_id",TRUE,"Yellow-faced Bumble Bee",0,1,56,0
"691","Bombus","needs_id",FALSE,NA,0,0,56,NA
"692","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"693","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"694","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"695","Bombus","needs_id",FALSE,NA,0,0,56,NA
"696","Bombus","needs_id",FALSE,NA,0,0,56,NA
"697","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"698","Bombus","needs_id",FALSE,NA,0,0,56,NA
"699","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"700","Bombus","research",TRUE,"Black-notched Bumble Bee",0,2,56,0
"701","Bombus","needs_id",FALSE,NA,0,0,56,NA
"702","Bombus","needs_id",FALSE,NA,0,0,56,NA
"703","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"704","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"705","Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0,56,NA
"706","Bombus","needs_id",FALSE,NA,0,0,56,NA
"707","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"708","Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0,56,NA
"709","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"710","Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1,56,0
"711","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"712","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"713","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"714","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"715","Bombus","needs_id",FALSE,NA,0,0,56,NA
"716","Bombus","needs_id",FALSE,NA,0,0,56,NA
"717","Bombus","needs_id",FALSE,NA,0,0,56,NA
"718","Apis","needs_id",FALSE,NA,0,0,1,NA
"719","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"720","Ceratina","needs_id",FALSE,NA,0,0,8,NA
"721","Bombus","needs_id",FALSE,NA,0,0,56,NA
"722","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"723","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"724","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"725","Bombus","needs_id",FALSE,NA,0,0,56,NA
"726","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"727","Bombus","needs_id",FALSE,NA,0,0,56,NA
"728","Bombus","needs_id",FALSE,NA,0,0,56,NA
"729","Bombus","needs_id",FALSE,NA,0,0,56,NA
"730","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"731","Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"732","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"733","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"734","Bombus","research",TRUE,"Bombus occidentalis occidentalis",0,1,56,0
"735","Bombus","research",TRUE,"Bombus occidentalis occidentalis",0,1,56,0
"736","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"737","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"738","Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1,56,0
"739","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"740","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"741","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"742","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"743","Bombus","needs_id",TRUE,"Thoracobombus",0,1,56,0
"744","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"745","Bombus","needs_id",FALSE,NA,0,0,56,NA
"746","Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0,56,NA
"747","Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1,56,0
"748","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"749","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"750","Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0,56,NA
"751","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"752","Bombus","needs_id",FALSE,"Bombus mixtus",0,0,56,NA
"753","Bombus","needs_id",FALSE,"Bombus mixtus",0,0,56,NA
"754","Bombus","needs_id",FALSE,"Bombus mixtus",0,0,56,NA
"755","Bombus","needs_id",FALSE,"Bombus mixtus",0,0,56,NA
"756","Bombus","research",TRUE,"Black-notched Bumble Bee",0,1,56,0
"757","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"758","Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"759","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"760","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
