"","genus","quality_grade","id","comments_count","observed_on","num_identification_agreements","identifications_count","num_identification_disagreements","location","taxon.name","taxon.rank","taxon.id","taxon.taxon_changes_count","taxon.observations_count","user.id","user.observations_count","user.identifications_count","species_count","RatioDisagree"
"177","Bombus","needs_id",30277741,1,"2019-07-30",1,1,0,"67.7864694444,-136.7053666667","Bombus","genus",52775,1,143140,111081,2869,38894,56,0
"178","Bombus","research",30275496,0,"2019-07-29",2,2,0,"67.7760166667,-136.6905361111","Bombus cryptarum","species",453068,1,150,111081,2869,38894,56,0
"179","Bombus","research",30271674,0,"2019-07-27",2,2,0,"66.9151305556,-136.3530722222","Bombus cryptarum","species",453068,1,150,111081,2869,38894,56,0
"180","Bombus","research",30269479,0,"2019-08-01",1,1,0,"59.7881938192,-136.594271511","Bombus cryptarum","species",453068,1,150,1898993,14,0,56,0
"181","Bombus","research",30266648,0,"2019-07-28",1,1,0,"69.1614016667,-140.1556083333","Bombus jonellus","species",452446,0,32,35757,3625,6819,56,0
"182","Bombus","needs_id",30200125,0,"2019-07-15",0,0,0,"57.5294083333,-130.1886583333","Bombus","genus",52775,1,143140,515751,27029,6916,56,NA
"183","Bombus","needs_id",30200063,0,"2019-07-16",0,0,0,"57.4780252028,-130.2322236162","Bombus","genus",52775,1,143140,515751,27029,6916,56,NA
"184","Bombus","needs_id",30200062,0,"2019-07-16",0,0,0,"57.4780252028,-130.2322236162","Bombus","genus",52775,1,143140,515751,27029,6916,56,NA
"185","Bombus","research",30155487,0,"2019-07-30",1,1,0,"69.5736933333,-138.9082233333","Bombus sylvicola","species",450489,0,124,35757,3625,6819,56,0
"186","Bombus","research",30154523,0,"2019-07-27",1,1,0,"67.3921233333,-134.8550133333","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"187","Bombus","needs_id",30106923,0,"2019-08-01",1,1,0,"53.579375,-131.932495","Bombus","genus",52775,1,143140,1052605,328,1,56,0
"188","Bombus","needs_id",29858091,1,"2019-07-25",1,1,0,"64.1909466667,-140.3612383333","Bombus","genus",52775,1,143140,218977,3110,5263,56,0
"189","Bombus","needs_id",29819638,0,"2019-07-13",1,1,0,"53.9330415363,-132.08387107","Bombus","genus",52775,1,143140,1195500,14461,209,56,0
"190","Bombus","needs_id",29672313,0,"2019-07-23",0,0,0,"60.8002043934,-135.1226672843","Bombus","genus",52775,1,143140,2028534,9,0,56,NA
"191","Bombus","needs_id",29563433,0,"2019-07-25",0,0,0,"60.7626758956,-137.4954640375","Bombus insularis","species",143036,0,128,1946614,13,0,56,NA
"192","Bombus","research",29426482,0,"2019-07-05",2,2,0,"63.94187,-135.2043116667","Bombus jonellus","species",452446,0,32,842243,2105,830,56,0
"193","Bombus","research",29362509,0,"2019-07-21",1,1,0,"54.0140228271,-132.1505737305","Bombus melanopygus","species",130222,0,3688,896050,259,199,56,0
"194","Bombus","research",29357435,0,"2019-07-21",3,3,0,"60.2728771884,-134.7460411758","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"195","Bombus","research",29357429,0,"2019-07-21",1,1,0,"60.5738436846,-134.8544717658","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"196","Bombus","research",29357423,0,"2019-07-21",1,1,0,"60.27287,-134.7460516667","Bombus fernaldae","species",198858,0,263,35757,3625,6819,56,0
"197","Bombus","needs_id",29330782,0,"2019-07-21",0,0,0,"59.4143138889,-134.4566027778","Bombus","genus",52775,1,143140,111081,2869,38894,56,NA
"198","Bombus","needs_id",29330781,0,"2019-07-21",0,0,0,"59.4143222222,-134.45665","Bombus","genus",52775,1,143140,111081,2869,38894,56,NA
"199","Bombus","needs_id",29330778,0,"2019-07-21",1,1,0,"59.4142333333,-134.4565722222","Bombus bifarius","species",127052,1,795,111081,2869,38894,56,0
"200","Bombus","needs_id",29330775,0,"2019-07-21",0,0,0,"59.4142,-134.4557805556","Bombus","genus",52775,1,143140,111081,2869,38894,56,NA
"201","Bombus","research",29223749,0,"2019-07-20",1,1,0,"60.7189616667,-135.0422433333","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"202","Bombus","needs_id",29223748,0,"2019-07-20",1,1,0,"60.7200516667,-135.0417866667","Bombus melanopygus","species",130222,0,3688,35757,3625,6819,56,0
"203","Bombus","research",29223747,0,"2019-07-20",1,1,0,"60.6621182383,-135.1866975699","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"204","Bombus","research",29223744,0,"2019-07-20",1,1,0,"60.7205216667,-135.0423883333","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"205","Bombus","research",29223742,0,"2019-07-20",1,1,0,"60.7188,-135.0421166667","Bombus melanopygus","species",130222,0,3688,35757,3625,6819,56,0
"206","Bombus","research",29221500,0,"2019-07-20",1,1,0,"60.7124966667,-135.02338","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"207","Bombus","research",29221499,0,"2019-07-20",1,1,0,"60.6049152185,-135.0567444114","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"208","Bombus","needs_id",29219040,0,"2019-07-05",1,1,0,"63.9412133333,-135.2105566667","Alpinobombus","subgenus",538882,0,69,842243,2105,830,56,0
"209","Bombus","needs_id",29212772,0,"2019-07-05",1,1,0,"63.9412833333,-135.2105333333","Bombus","genus",52775,1,143140,842243,2105,830,56,0
"210","Bombus","needs_id",29065777,0,"2019-07-08",0,0,0,"60.8547033333,-135.3420333333","Bombus nevadensis","species",341001,1,624,759222,125,13,56,NA
"211","Bombus","research",29065776,0,"2019-07-02",1,1,0,"60.855035,-135.5827183333","Bombus bifarius","species",127052,1,795,759222,125,13,56,0
"212","Bombus","needs_id",29065775,0,"2019-07-03",0,0,0,"60.6157666667,-134.9835633333","Bombus flavifrons","species",119308,0,692,759222,125,13,56,NA
"213","Bombus","research",29064118,0,"2019-07-14",1,1,0,"60.0149416667,-134.635115","Bombus insularis","species",143036,0,128,759222,125,13,56,0
"214","Bombus","needs_id",29036691,0,"2019-07-03",0,0,0,"54.1580390078,-131.6629011567","Bombus","genus",52775,1,143140,1195500,14461,209,56,NA
"215","Bombus","needs_id",29009854,0,"2019-07-07",1,1,0,"53.8673519944,-132.0827226703","Bombus flavifrons","species",119308,0,692,1423206,12089,8,56,0
"216","Bombus","research",28981711,0,"2019-07-12",1,1,0,"60.3400116667,-133.9882666667","Bombus mixtus","species",319125,0,859,35757,3625,6819,56,0
"217","Bombus","research",28981710,0,"2019-07-12",1,1,0,"60.3400116667,-133.9882666667","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"218","Bombus","research",28981705,0,"2019-07-12",1,1,0,"60.3400866667,-133.987765","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"219","Bombus","research",28981703,0,"2019-07-12",1,1,0,"60.4842566667,-133.305","Bombus melanopygus","species",130222,0,3688,35757,3625,6819,56,0
"220","Bombus","research",28981698,0,"2019-07-12",1,1,0,"60.568895222,-133.3802554564","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"221","Bombus","research",28981697,0,"2019-07-12",1,1,0,"60.4843,-133.3050816667","Bombus mixtus","species",319125,0,859,35757,3625,6819,56,0
"222","Bombus","needs_id",28980677,0,"2019-07-03",0,0,0,"54.137685,-131.66391","Bombus flavifrons","species",119308,0,692,499708,13127,6425,56,NA
"223","Bombus","research",28980033,0,"2019-07-01",1,1,0,"53.6083283333,-131.9321466667","Bombus flavifrons","species",119308,0,692,499708,13127,6425,56,0
"224","Bombus","research",28979574,0,"2019-07-01",1,1,0,"53.59976,-131.9323666667","Bombus flavifrons","species",119308,0,692,499708,13127,6425,56,0
"225","Bombus","research",28978951,0,"2019-07-01",1,1,0,"53.5943116667,-131.93265","Bombus flavifrons","species",119308,0,692,499708,13127,6425,56,0
"226","Bombus","research",28978949,0,"2019-07-01",1,1,0,"53.5930833333,-131.9334666667","Bombus flavifrons","species",119308,0,692,499708,13127,6425,56,0
"227","Bombus","needs_id",28965653,0,"2019-07-01",1,1,0,"53.6021636347,-131.9325752403","Bombus flavifrons","species",119308,0,692,1195500,14461,209,56,0
"228","Bombus","needs_id",28965631,0,"2019-07-01",1,1,0,"53.5978197204,-131.9322664851","Bombus flavifrons","species",119308,0,692,1195500,14461,209,56,0
"229","Bombus","needs_id",28964062,0,"2019-07-03",1,1,0,"54.157661692,-131.6640404439","Bombus flavifrons","species",119308,0,692,1423206,12089,8,56,0
"230","Bombus","needs_id",28963380,0,"2019-07-01",1,1,0,"53.5919827727,-131.9326725381","Bombus flavifrons","species",119308,0,692,1423206,12089,8,56,0
"231","Bombus","research",28953152,0,"2019-07-16",1,1,0,"60.71231645,-135.02378959","Bombus nevadensis","species",341001,1,624,842243,2105,830,56,0
"232","Apis","research",28705910,0,"2019-07-12",3,3,0,"60.7211871,-135.0568448","Apis mellifera","species",47219,1,95272,1271282,78,4,1,0
"233","Bombus","research",28678747,0,"2019-07-11",2,2,0,"61.1696708698,-138.5863679806","Bombus cryptarum","species",453068,1,150,1946614,13,0,56,0
"234","Bombus","research",28645068,0,"2019-06-26",2,2,0,"60.2697708001,-132.9502590135","Bombus flavifrons","species",119308,0,692,9570,3406,1148,56,0
"235","Bombus","needs_id",28350526,0,"2019-07-03",2,2,0,"60.5425402991,-137.2532304478","Bombus","genus",52775,1,143140,1744720,32,0,56,0
"236","Bombus","research",28342670,0,"2019-07-06",2,2,0,"53.57927,-131.931445","Bombus flavifrons","species",119308,0,692,520124,1990,11,56,0
"237","Bombus","needs_id",28333617,0,"2019-07-06",1,1,0,"60.792515,-135.1513066667","Bombus frigidus","species",433293,0,74,35757,3625,6819,56,0
"238","Bombus","research",28275002,0,"2019-07-05",1,1,0,"60.7026674642,-135.0658641497","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"239","Bombus","research",28267366,0,"2019-07-03",2,2,0,"54.1402433333,-131.664175","Bombus flavifrons","species",119308,0,692,520124,1990,11,56,0
"240","Bombus","research",28263483,0,"2019-07-05",2,2,0,"53.594035,-131.932525","Bombus flavifrons","species",119308,0,692,520124,1990,11,56,0
"241","Bombus","research",28261061,0,"2019-07-04",3,3,0,"60.7873716667,-135.1661221667","Bombus nevadensis","species",341001,1,624,1068756,37,558,56,0
"242","Bombus","research",28184467,4,"2019-07-04",2,2,0,"60.7628040361,-137.4968927153","Bombus frigidus","species",433293,0,74,1946614,13,0,56,0
"243","Bombus","needs_id",28156410,0,"2019-07-03",3,3,0,"54.156812447,-131.666961621","Pyrobombus","subgenus",538900,0,63340,520124,1990,11,56,0
"244","Bombus","research",28046949,0,"2019-06-23",2,2,0,"67.0528283333,-136.2232066667","Bombus kirbiellus","species",704572,0,16,842243,2105,830,56,0
"245","Bombus","needs_id",28046699,1,"2019-06-27",2,2,0,"64.5066955649,-138.2215331867","Bombus","subgenus",538903,0,14240,1927650,565,1283,56,0
"246","Bombus","research",28043057,0,"2018-07-02",2,2,0,"60.5800805556,-134.6856222222","Bombus bifarius","species",127052,1,795,1717202,1875,622,56,0
"247","Bombus","research",28040903,0,"2019-07-01",2,2,0,"60.6914816667,-135.0186233333","Bombus frigidus","species",433293,0,74,35757,3625,6819,56,0
"248","Apis","research",28030333,0,"2019-07-01",3,3,0,"60.7710116667,-135.149505","Apis mellifera","species",47219,1,95272,35757,3625,6819,1,0
"249","Bombus","research",28030330,0,"2019-07-01",1,1,0,"60.7711714444,-135.1496446947","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"250","Bombus","research",28030327,0,"2019-07-01",1,1,0,"60.7717016667,-135.1500833333","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"251","Bombus","research",28030326,0,"2019-07-01",1,1,0,"60.7740933333,-135.1527966667","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"252","Bombus","research",28030319,0,"2019-07-01",1,1,0,"60.7388903707,-135.0796821263","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"253","Bombus","research",28030318,0,"2019-07-01",1,1,0,"60.771015,-135.149395","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"254","Bombus","research",28028686,0,"2019-07-01",1,1,0,"60.71135,-135.0312583333","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"255","Bombus","research",28028624,0,"2019-07-01",1,1,0,"60.6593433333,-134.883675","Bombus frigidus","species",433293,0,74,35757,3625,6819,56,0
"256","Bombus","research",28026611,0,"2019-07-01",1,1,0,"60.71135,-135.0312583333","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"257","Bombus","research",28006904,0,"2019-07-01",1,1,0,"60.7290183333,-135.161975","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"258","Bombus","research",27911622,0,"2019-06-29",2,2,0,"60.7817866667,-135.1688633333","Bombus insularis","species",143036,0,128,35757,3625,6819,56,0
"259","Epeolus","needs_id",27907231,0,"2019-06-29",2,2,0,"60.73769,-135.0548966667","Epeolus","genus",154666,0,283,35757,3625,6819,12,0
"260","Bombus","research",27907215,0,"2019-06-29",1,1,0,"60.73713,-135.0528683333","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"261","Bombus","needs_id",27892587,1,"2019-06-29",3,3,0,"60.7728466667,-135.1605033333","Psithyrus","subgenus",538893,0,1941,35757,3625,6819,56,0
"262","Bombus","research",27892577,0,"2019-06-29",2,2,0,"60.77177,-135.1572833333","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"263","Bombus","research",27892571,0,"2019-06-29",1,1,0,"60.8153616323,-135.2599340545","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"264","Bombus","research",27892565,0,"2019-06-29",1,1,0,"60.8423996154,-135.3275824636","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"265","Bombus","research",27892561,0,"2019-06-29",3,3,0,"60.81157,-135.205095","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"266","Bombus","research",27853755,0,"2019-06-15",2,2,0,"64.0514483333,-139.4646216667","Bombus bifarius","species",127052,1,795,842243,2105,830,56,0
"267","Bombus","research",27852294,0,"2019-06-28",1,1,0,"60.775535,-135.1198966667","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"268","Bombus","research",27852293,0,"2019-06-28",2,2,0,"60.7816266667,-135.1688033333","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"269","Bombus","research",27852289,0,"2019-06-28",2,2,0,"60.7748833333,-135.118845","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"270","Bombus","research",27852285,0,"2019-06-28",2,2,0,"60.7355724001,-135.0680557146","Bombus occidentalis mckayi","subspecies",454868,0,27,35757,3625,6819,56,0
"271","Bombus","research",27852282,0,"2019-06-28",3,3,0,"60.775535,-135.1198966667","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"272","Bombus","needs_id",27772401,0,"2019-06-27",2,2,0,"60.7211871,-135.0568448","Pyrobombus","subgenus",538900,0,63340,1271282,78,4,56,0
"273","Bombus","research",27720419,0,"2019-06-26",1,1,0,"60.703355,-135.03701","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"274","Bombus","research",27719095,0,"2019-06-26",1,1,0,"60.70324,-135.0371933333","Bombus frigidus","species",433293,0,74,35757,3625,6819,56,0
"275","Bombus","research",27719092,0,"2019-06-26",1,1,0,"60.7031516667,-135.0364233333","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"276","Bombus","needs_id",27655686,0,"2019-06-25",0,0,0,"60.7228116667,-135.07824","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,NA
"277","Bombus","research",27655684,0,"2019-06-25",1,1,0,"60.72288,-135.0780383333","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"278","Bombus","needs_id",27613143,0,"2019-06-24",1,1,0,"60.77206,-136.2069833333","Bombus","genus",52775,1,143140,218977,3110,5263,56,0
"279","Bombus","needs_id",27613142,0,"2019-06-24",1,1,0,"60.772055,-136.2069783333","Bombus frigidus","species",433293,0,74,218977,3110,5263,56,0
"280","Bombus","needs_id",27613052,1,"2019-06-24",2,2,0,"60.7720583333,-136.206985","Pyrobombus","subgenus",538900,0,63340,218977,3110,5263,56,0
"281","Bombus","needs_id",27612964,0,"2019-06-24",1,1,0,"60.7720616667,-136.206965","Pyrobombus","subgenus",538900,0,63340,218977,3110,5263,56,0
"282","Bombus","needs_id",27612720,0,"2019-06-24",1,1,0,"60.772085,-136.2069416667","Pyrobombus","subgenus",538900,0,63340,218977,3110,5263,56,0
"283","Bombus","needs_id",27612622,0,"2019-06-24",1,1,0,"60.7720416667,-136.2069083333","Pyrobombus","subgenus",538900,0,63340,218977,3110,5263,56,0
"284","Bombus","needs_id",27612621,0,"2019-06-24",1,1,0,"60.7720533333,-136.2069","Bombus frigidus","species",433293,0,74,218977,3110,5263,56,0
"285","Bombus","needs_id",27612620,0,"2019-06-24",1,1,0,"60.7718433333,-136.2068416667","Bombus","genus",52775,1,143140,218977,3110,5263,56,0
"286","Bombus","research",27605021,0,"2019-06-24",2,2,0,"60.77207,-136.2069866667","Bombus frigidus","species",433293,0,74,218977,3110,5263,56,0
"287","Bombus","needs_id",27604817,0,"2019-06-24",1,1,0,"60.7720633333,-136.20698","Bombus flavifrons","species",119308,0,692,218977,3110,5263,56,0
"288","Epeolus","needs_id",27549950,0,"2018-07-01",1,1,0,"60.6990972222,-135.0131083333","Epeolus","genus",154666,0,283,1717202,1875,622,12,0
"289","Bombus","research",27486378,0,"2019-06-21",1,1,0,"60.7402566667,-137.4630566667","Bombus frigidus","species",433293,0,74,35757,3625,6819,56,0
"290","Bombus","research",27486257,0,"2019-06-21",1,1,0,"60.740235,-137.4626783333","Bombus nevadensis","species",341001,1,624,35757,3625,6819,56,0
"291","Bombus","research",27477380,0,"2019-06-20",3,3,0,"59.8217016667,-136.63584","Bombus kirbiellus","species",704572,0,16,35757,3625,6819,56,0
"292","Bombus","research",27477238,0,"2019-06-20",2,2,0,"59.822405,-136.6361666667","Bombus kirbiellus","species",704572,0,16,35757,3625,6819,56,0
"293","Bombus","research",27476435,0,"2019-06-20",2,2,0,"59.9227683333,-136.7979133333","Bombus kirbiellus","species",704572,0,16,35757,3625,6819,56,0
"294","Bombus","research",27416853,0,"2019-06-20",1,1,0,"59.7130166667,-136.60798","Bombus cryptarum","species",453068,1,150,35757,3625,6819,56,0
"295","Bombus","research",27188146,0,"2019-06-13",2,2,0,"60.1074906402,-136.9463654235","Bombus cryptarum","species",453068,1,150,1064006,447,388,56,0
"296","Bombus","research",27133322,1,"2019-06-16",3,3,0,"60.7720566667,-136.2078033333","Bombus bohemicus","species",125884,0,64,218977,3110,5263,56,0
"297","Bombus","research",27130396,0,"2019-06-16",1,1,0,"60.7921966667,-135.1517316667","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"298","Bombus","research",27130373,0,"2019-06-16",1,1,0,"60.7924183333,-135.1511983333","Bombus flavifrons","species",119308,0,692,35757,3625,6819,56,0
"299","Bombus","needs_id",26911555,0,"2018-07-16",1,1,0,"60.9270973206,-137.9171905518","Bombus","subgenus",538903,0,14240,1704749,2405,2561,56,0
"300","Bombus","research",26728766,2,"2019-06-08",3,3,0,"60.6674383333,-135.0323066667","Bombus bohemicus","species",125884,0,64,35757,3625,6819,56,0
"301","Bombus","research",26717691,0,"2019-06-09",1,1,0,"60.7330583333,-135.0976883333","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"302","Bombus","research",26650587,0,"2019-06-08",2,2,0,"60.6673916667,-135.032305","Bombus bifarius","species",127052,1,795,35757,3625,6819,56,0
"303","Apis","research",26638275,0,"2018-06-21",2,2,0,"60.7254666667,-135.0524888889","Apis mellifera","species",47219,1,95272,1717202,1875,622,1,0
"304","Bombus","needs_id",25925733,0,"2008-07-11",2,2,0,"59.5745292802,-133.7010249196","Bombus","genus",52775,1,143140,1541811,5757,184,56,0
