"genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count"
"Bombus","needs_id",TRUE,"Bombus",0,2
"Bombus","research",TRUE,"Sitka Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Nevada Bumble Bee",0,2
"Bombus","research",TRUE,"Cryptic Bumble Bee",0,2
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumblebees",0,1
"Bombus","research",TRUE,"Forest Bumble Bee",1,3
"Bombus","needs_id",TRUE,"Bumblebees",0,1
"Bombus","research",TRUE,"Forest Bumble Bee",0,1
"Bombus","research",TRUE,"Forest Bumble Bee",0,1
"Bombus","research",TRUE,"Cryptic Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",TRUE,"Alpinobombus",0,2
"Bombus","research",TRUE,"Cryptic Bumble Bee",0,2
"Bombus","research",TRUE,"Sitka Bumblebee",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumblebees",0,2
"Bombus","research",TRUE,"Forest Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,4
"Bombus","research",TRUE,"Black-notched Bumble Bee",1,4
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Apis","needs_id",FALSE,"Western Honey Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Golden Northern Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1
"Ceratina","needs_id",FALSE,"Zadontomerus",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Golden Northern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apidae","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Ceratina","needs_id",FALSE,"Zadontomerus",0,0
"Nomada","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Nomada","needs_id",FALSE,NA,0,0
"Apis","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Honigbiene",0,1
"Apis","needs_id",FALSE,"Western Honey Bee",0,0
"Apis","needs_id",FALSE,"Western Honey Bee",0,0
"Apis","needs_id",FALSE,"Western Honey Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"California Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","needs_id",FALSE,"Western Honey Bee",0,0
"Apis","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bombus",0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Thoracobombus",0,0
"Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1
"Anthophora","needs_id",FALSE,"Ursine Digger Bee",0,0
"Bombus","needs_id",FALSE,"Pyrobombus",0,0
"Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Pyrobombus",0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Pyrobombus",0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Indiscriminate Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"California Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Apinae","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bombus mixtus",0,0
"Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bombus melanopygus",0,0
"Bombus","research",TRUE,"Sitka Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apinae","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apinae","needs_id",FALSE,"Apine Bees",0,0
"Eucera","needs_id",FALSE,"Synhalonia",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",FALSE,"California Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","casual",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Pyrobombus",0,0
"Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Fuzzy-Horned Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Ceratina","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Bombus occidentalis occidentalis",0,1
"Bombus","research",TRUE,"Bombus occidentalis occidentalis",0,1
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Bombus","needs_id",TRUE,"Thoracobombus",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0
"Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",FALSE,"Bombus mixtus",0,0
"Bombus","needs_id",FALSE,"Bombus mixtus",0,0
"Bombus","needs_id",FALSE,"Bombus mixtus",0,0
"Bombus","needs_id",FALSE,"Bombus mixtus",0,0
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Apidae","needs_id",FALSE,"Honey Bees, Bumble Bees, and Allies",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,3
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,"California Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,2
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Sitka Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Thoracobombus",0,1
"Bombus","needs_id",FALSE,"Thoracobombus",0,0
"Bombus","needs_id",TRUE,"Thoracobombus",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Great Basin Bumble Bee",0,3
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Sitka Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Sitka Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Black-tailed Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","needs_id",FALSE,"Honey Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apidae","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Sitka Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","needs_id",FALSE,"Bombus melanopygus",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Pyrobombus",0,0
"Bombus","research",TRUE,"Bombus occidentalis occidentalis",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,"Black-notched Bumble Bee",0,0
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,2
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","needs_id",FALSE,NA,0,0
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",FALSE,"Yellow-Fronted Bumble Bee",0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Apis","research",TRUE,"Western Honey Bee",0,1
"Ceratina","needs_id",TRUE,"Small Carpenter Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Black-notched Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-Fronted Bumble Bee",0,1
"Bombus","research",TRUE,"Black-tailed Bumble Bee",0,1
"Bombus","needs_id",FALSE,NA,0,0
"Bombus","research",TRUE,"Yellow-faced Bumble Bee",0,1
"Meliponini","needs_id",FALSE,"Stingless Bees",0,0
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0
"Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0
"Bombus","needs_id",FALSE,"Yellow-faced Bumble Bee",0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Black-tailed Bumble Bee",0,0
"Bombus","research",TRUE,"Fuzzy-Horned Bumble Bee",0,1
